ID,Athlete Name,Sex,Age,Height,Weight,Team,NOC,Year,City,Sport,Event,Medal,Season
62572,Johanna Konta,F,25.0,183.0,70.0,Great Britain,GBR,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
62572,Johanna Konta,F,25.0,183.0,70.0,Great Britain-2,GBR,2016,Rio de Janeiro,Tennis,Tennis Mixed Doubles,,summer
62572,Johanna Konta,F,25.0,183.0,70.0,Great Britain,GBR,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
63486,Danka Kovini,F,21.0,169.0,67.0,Montenegro,MNE,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
64379,Aleksandra Kruni,F,23.0,167.0,53.0,Serbia,SRB,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
64379,Aleksandra Kruni,F,23.0,167.0,53.0,Serbia,SRB,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
65413,Svetlana Aleksandrovna Kuznetsova,F,31.0,174.0,73.0,Russia,RUS,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
65413,Svetlana Aleksandrovna Kuznetsova,F,31.0,174.0,73.0,Russia-1,RUS,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
65461,Petra Kvitov,F,26.0,183.0,70.0,Czech Republic,CZE,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,Bronze,summer
66891,Johanna Larsson,F,27.0,174.0,66.0,Sweden,SWE,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
70299,Magda Linette,F,24.0,171.0,59.0,Poland,POL,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
73822,Yekaterina Valeryevna Makarova,F,28.0,176.0,65.0,Russia,RUS,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
73822,Yekaterina Valeryevna Makarova,F,28.0,176.0,65.0,Russia-2,RUS,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,Gold,summer
76644,Bethanie Lynn Mattek-Sands,F,31.0,168.0,66.0,United States-2,USA,2016,Rio de Janeiro,Tennis,Tennis Mixed Doubles,Gold,summer
76644,Bethanie Lynn Mattek-Sands,F,31.0,168.0,66.0,United States-2,USA,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
78055,"Ana Isabel ""Anabel"" Medina Garrigues",F,34.0,169.0,59.0,Spain-2,ESP,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
80297,Sania Mirza,F,29.0,173.0,57.0,India,IND,2016,Rio de Janeiro,Tennis,Tennis Mixed Doubles,,summer
80297,Sania Mirza,F,29.0,173.0,57.0,India,IND,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
80523,Cristina-Andreea Mitu,F,24.0,175.0,60.0,Romania,ROU,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
80523,Cristina-Andreea Mitu,F,24.0,175.0,60.0,Romania-2,ROU,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
80677,Kristina Mladenovic,F,23.0,184.0,60.0,France,FRA,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
80677,Kristina Mladenovic,F,23.0,184.0,60.0,France-2,FRA,2016,Rio de Janeiro,Tennis,Tennis Mixed Doubles,,summer
80677,Kristina Mladenovic,F,23.0,184.0,60.0,France,FRA,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
82895,Garbie Muguruza Blanco,F,22.0,182.0,73.0,Spain,ESP,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
82895,Garbie Muguruza Blanco,F,22.0,182.0,73.0,Spain-1,ESP,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
85904,Monica Niculescu,F,28.0,168.0,63.0,Romania,ROU,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
85904,Monica Niculescu,F,28.0,168.0,63.0,Romania-1,ROU,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
88598,Ioana Raluca Olaru,F,27.0,173.0,60.0,Romania-2,ROU,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
89823,Jeena Ostapenko,F,19.0,177.0,68.0,Latvia,LAT,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
91758,Arantxa Parra Santonja,F,33.0,176.0,61.0,Spain-2,ESP,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
92353,Anastasiya Sergeyevna Pavlyuchenkova,F,25.0,177.0,72.0,Russia,RUS,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
93011,Peng Shuai,F,30.0,173.0,61.0,China,CHN,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
93011,Peng Shuai,F,30.0,173.0,61.0,China-1,CHN,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
93217,Teliana Santos Pereira,F,28.0,167.0,62.0,Brazil,BRA,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
93217,Teliana Santos Pereira,F,28.0,167.0,62.0,Brazil,BRA,2016,Rio de Janeiro,Tennis,Tennis Mixed Doubles,,summer
93217,Teliana Santos Pereira,F,28.0,167.0,62.0,Brazil,BRA,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
93987,Andrea Petkovic,F,28.0,180.0,69.0,Germany,GER,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
93987,Andrea Petkovic,F,28.0,180.0,69.0,Germany-2,GER,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
95162,Tsvetana Kirilova Pironkova,F,28.0,180.0,66.0,Bulgaria,BUL,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
97449,Monica Puig Marchn,F,22.0,170.0,64.0,Puerto Rico,PUR,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,Gold,summer
98237,Agnieszka Roma Radwaska,F,27.0,172.0,56.0,Poland,POL,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
98237,Agnieszka Roma Radwaska,F,27.0,172.0,56.0,Poland,POL,2016,Rio de Janeiro,Tennis,Tennis Mixed Doubles,,summer
101649,Anastasia Rodionova,F,34.0,167.0,59.0,Australia-2,AUS,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
101650,Arina Rodionova,F,26.0,168.0,60.0,Australia-2,AUS,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
104216,Lucie afov,F,29.0,177.0,65.0,Czech Republic,CZE,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
104216,Lucie afov,F,29.0,177.0,65.0,Czech Republic-1,CZE,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,Bronze,summer
106201,Olha Mykolavna Savchuk,F,28.0,177.0,68.0,Ukraine-1,UKR,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
107168,Anna Karolna Schmiedlov,F,21.0,176.0,63.0,Slovakia,SVK,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
110107,Yaroslava Vyacheslavovna Shvedova,F,28.0,180.0,68.0,Kazakhstan,KAZ,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
110107,Yaroslava Vyacheslavovna Shvedova,F,28.0,180.0,68.0,Kazakhstan,KAZ,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
110270,Laura Natalie Siegemund,F,28.0,168.0,62.0,Germany,GER,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
110270,Laura Natalie Siegemund,F,28.0,168.0,62.0,Germany-1,GER,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
114991,Sloane Stephens,F,23.0,173.0,65.0,United States,USA,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
115532,Samantha Jane Stosur,F,32.0,175.0,68.0,Australia,AUS,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
115532,Samantha Jane Stosur,F,32.0,175.0,68.0,Australia,AUS,2016,Rio de Janeiro,Tennis,Tennis Mixed Doubles,,summer
115532,Samantha Jane Stosur,F,32.0,175.0,68.0,Australia-1,AUS,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
115895,Barbora Strcov (-Zhlavov),F,30.0,164.0,60.0,Czech Republic,CZE,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
115895,Barbora Strcov (-Zhlavov),F,30.0,164.0,60.0,Czech Republic-1,CZE,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,Bronze,summer
116082,Carla Surez Navarro,F,27.0,162.0,62.0,Spain,ESP,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
116082,Carla Surez Navarro,F,27.0,162.0,62.0,Spain-1,ESP,2016,Rio de Janeiro,Tennis,Tennis Mixed Doubles,,summer
116082,Carla Surez Navarro,F,27.0,162.0,62.0,Spain-1,ESP,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
117010,Elina Mykhailivna Svitolina,F,21.0,174.0,60.0,Ukraine,UKR,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
117010,Elina Mykhailivna Svitolina,F,21.0,174.0,60.0,Ukraine-1,UKR,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
119864,Prarthana Gulabrao Thombare,F,22.0,165.0,58.0,India,IND,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
125106,"Colleen Mullarkey (Colleen Hutchins-) ""CoCo"" Vandeweghe (-Mullarkey)",F,24.0,185.0,70.0,United States-2,USA,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
126199,Yelena Sergeyevna Vesnina,F,30.0,180.0,60.0,Russia-2,RUS,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,Gold,summer
126721,Roberta Vinci,F,33.0,164.0,58.0,Italy,ITA,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
126721,Roberta Vinci,F,33.0,164.0,58.0,Italy,ITA,2016,Rio de Janeiro,Tennis,Tennis Mixed Doubles,,summer
126721,Roberta Vinci,F,33.0,164.0,58.0,Italy,ITA,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
127090,Stephanie Vogt,F,26.0,165.0,63.0,Liechtenstein,LIE,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
127545,Galina Olegovna Voskoboyeva,F,31.0,184.0,70.0,Kazakhstan,KAZ,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
128545,Wang Qiang,F,24.0,172.0,60.0,China,CHN,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
128967,Heather Miriam Watson,F,24.0,168.0,64.0,Great Britain,GBR,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
128967,Heather Miriam Watson,F,24.0,168.0,64.0,Great Britain-1,GBR,2016,Rio de Janeiro,Tennis,Tennis Mixed Doubles,,summer
128967,Heather Miriam Watson,F,24.0,168.0,64.0,Great Britain,GBR,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
130157,Yanina Wickmayer,F,26.0,182.0,68.0,Belgium,BEL,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
130157,Yanina Wickmayer,F,26.0,182.0,68.0,Belgium,BEL,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
130667,Serena Jamika Williams,F,34.0,175.0,70.0,United States,USA,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
130667,Serena Jamika Williams,F,34.0,175.0,70.0,United States-1,USA,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
130696,Venus Ebony Starr Williams,F,36.0,185.0,75.0,United States,USA,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
130696,Venus Ebony Starr Williams,F,36.0,185.0,75.0,United States-1,USA,2016,Rio de Janeiro,Tennis,Tennis Mixed Doubles,Silver,summer
130696,Venus Ebony Starr Williams,F,36.0,185.0,75.0,United States-1,USA,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
131652,Caroline Wozniacki,F,26.0,179.0,58.0,Denmark,DEN,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
132098,Xu Yifan,F,27.0,165.0,60.0,China-2,CHN,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
134544,Zhang Shuai,F,27.0,177.0,66.0,China,CHN,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
134544,Zhang Shuai,F,27.0,177.0,66.0,China-1,CHN,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
134739,Zheng Saisai,F,22.0,170.0,62.0,China,CHN,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,,summer
134739,Zheng Saisai,F,22.0,170.0,62.0,China-2,CHN,2016,Rio de Janeiro,Tennis,Tennis Women's Doubles,,summer
