ID,Athlete Name,Sex,Age,Height,Weight,Team,NOC,Year,City,Sport,Event,Medal,Season
4723,Sabine Appelmans (-Haubourdin),F,24.0,169.0,60.0,Belgium,BEL,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
4723,Sabine Appelmans (-Haubourdin),F,24.0,169.0,60.0,Belgium,BEL,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
7620,Olga Vladimirovna Barabanshchikova,F,16.0,176.0,60.0,Belarus,BLR,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
7620,Olga Vladimirovna Barabanshchikova,F,16.0,176.0,60.0,Belarus,BLR,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
8522,"Nani Rahayu ""Yayuk"" Basuki-Suharyadi",F,25.0,165.0,55.0,Indonesia,INA,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
8522,"Nani Rahayu ""Yayuk"" Basuki-Suharyadi",F,25.0,165.0,55.0,Indonesia,INA,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
12991,Manon Maria Bollegraf,F,32.0,173.0,64.0,Netherlands,NED,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
17151,Paula Andrea Cabezas S.,F,23.0,,,Chile,CHI,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
18987,Brbara Castro Daz,F,20.0,,,Chile,CHI,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
20232,Chen Li,F,25.0,165.0,60.0,China,CHN,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
20232,Chen Li,F,25.0,165.0,60.0,China,CHN,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
21081,Choi Yeong-Ja,F,21.0,170.0,62.0,South Korea,KOR,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
22231,Amanda Coetzer,F,24.0,157.0,53.0,South Africa,RSA,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
22231,Amanda Coetzer,F,24.0,157.0,53.0,South Africa,RSA,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
23487,Laurence Courtois (-Crols),F,25.0,172.0,61.0,Belgium,BEL,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
23487,Laurence Courtois (-Crols),F,25.0,172.0,61.0,Belgium,BEL,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
23827,Ctlina Cristea,F,21.0,173.0,56.0,Romania,ROU,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
24144,Virg Csurg (-Tamas),F,23.0,172.0,63.0,Hungary,HUN,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
24144,Virg Csurg (-Tamas),F,23.0,172.0,63.0,Hungary,HUN,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
24583,Miriam D'Agostini,F,17.0,164.0,56.0,Brazil,BRA,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
25480,Kimiko Date (-Krumm),F,25.0,164.0,52.0,Japan,JPN,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
25544,Lindsay Ann Davenport,F,20.0,191.0,79.0,United States,USA,1996,Atlanta,Tennis,Tennis Women's Singles,Gold,summer
26708,Mariaan de Swardt,F,25.0,177.0,77.0,South Africa,RSA,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
26708,Mariaan de Swardt,F,25.0,177.0,77.0,South Africa,RSA,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
29884,Ruxandra Maria Dragomir (-Ilie),F,23.0,170.0,58.0,Romania,ROU,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
34066,Silvia Farina-Elia,F,24.0,171.0,62.0,Italy,ITA,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
34066,Silvia Farina-Elia,F,24.0,171.0,62.0,Italy,ITA,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
34819,"Beatriz Cristina ""Gigi"" Fernandez",F,32.0,170.0,66.0,United States,USA,1996,Atlanta,Tennis,Tennis Women's Doubles,Gold,summer
34864,"Maria Jose ""Mary Joe"" Fernandez (-Godsick)",F,24.0,176.0,63.0,United States,USA,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
34864,"Maria Jose ""Mary Joe"" Fernandez (-Godsick)",F,24.0,176.0,63.0,United States,USA,1996,Atlanta,Tennis,Tennis Women's Doubles,Gold,summer
39133,Anglica Gavaldn Loaiza (-Verdieck),F,22.0,160.0,54.0,Mexico,MEX,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
41096,Laura Golarsa,F,28.0,165.0,56.0,Italy,ITA,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
41908,Ins Gorrochategui,F,23.0,169.0,58.0,Argentina,ARG,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
42361,Rita Grande,F,21.0,176.0,68.0,Italy,ITA,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
43384,Magdalena Maria Grzybowska,F,17.0,184.0,66.0,Poland,POL,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
43384,Magdalena Maria Grzybowska,F,17.0,184.0,66.0,Poland,POL,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
44540,Karina Habudov (-Clekov),F,22.0,170.0,60.0,Slovakia,SVK,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
44540,Karina Habudov (-Clekov),F,22.0,170.0,60.0,Slovakia,SVK,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
48292,"Gilliam ""Jill"" Hetherington (-Hultquist)",F,31.0,178.0,68.0,Canada,CAN,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
48700,Martina Hingis (-Hutin),F,15.0,170.0,59.0,Switzerland,SUI,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
48700,Martina Hingis (-Hutin),F,15.0,170.0,59.0,Switzerland,SUI,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
50696,Anke Huber,F,22.0,173.0,58.0,Germany,GER,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
51405,Patricia Hy-Boulais,F,30.0,163.0,58.0,Canada,CAN,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
51405,Patricia Hy-Boulais,F,30.0,163.0,58.0,Canada,CAN,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
59855,Kim Eun-Ha,F,21.0,173.0,62.0,South Korea,KOR,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
63301,Anna Sergeyevna Kournikova,F,15.0,173.0,56.0,Russia,RUS,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
63301,Anna Sergeyevna Kournikova,F,15.0,173.0,56.0,Russia,RUS,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
63965,Anne Kremer,F,20.0,165.0,55.0,Luxembourg,LUX,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
64331,Joannette Kruger,F,22.0,179.0,59.0,South Africa,RSA,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
65643,Mara Florencia Labat,F,25.0,170.0,64.0,Argentina,ARG,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
66039,Valda Lake,F,27.0,173.0,61.0,Great Britain,GBR,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
69843,Yelena Aleksandrovna Likhovtseva,F,20.0,174.0,60.0,Russia,RUS,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
73769,Iva Majoli (-Mari),F,18.0,176.0,60.0,Croatia,CRO,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
73769,Iva Majoli (-Mari),F,18.0,176.0,60.0,Croatia,CRO,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
73824,Yelena Alekseyevna Makarova,F,23.0,179.0,65.0,Russia,RUS,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
73824,Yelena Alekseyevna Makarova,F,23.0,179.0,65.0,Russia,RUS,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
74011,Katerina Georgieva Maleeva (-Stoimenova),F,27.0,167.0,55.0,Bulgaria,BUL,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
74012,"Magdalena Georgieva ""Maggy"" Maleeva",F,21.0,168.0,59.0,Bulgaria,BUL,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
74012,"Magdalena Georgieva ""Maggy"" Maleeva",F,21.0,168.0,59.0,Bulgaria,BUL,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
75706,Conchita Martnez Bernat,F,24.0,170.0,59.0,Spain,ESP,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
75706,Conchita Martnez Bernat,F,24.0,170.0,59.0,Spain,ESP,1996,Atlanta,Tennis,Tennis Women's Doubles,Bronze,summer
77952,Rachel Jane McQuillan,F,24.0,174.0,61.0,Australia,AUS,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
78720,Vanessa Atra de Menga,F,19.0,175.0,60.0,Brazil,BRA,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
83483,Maja Muri,F,22.0,,,Croatia,CRO,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
84109,Kyoko Nagatsuka,F,22.0,166.0,57.0,Japan,JPN,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
85147,Jana Nejedly,F,22.0,175.0,65.0,Canada,CAN,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
87175,Jana Novotn,F,27.0,175.0,63.0,Czech Republic,CZE,1996,Atlanta,Tennis,Tennis Women's Singles,Bronze,summer
87175,Jana Novotn,F,27.0,175.0,63.0,Czech Republic,CZE,1996,Atlanta,Tennis,Tennis Women's Doubles,Silver,summer
88994,Aleksandra Olsza,F,18.0,165.0,56.0,Poland,POL,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
88994,Aleksandra Olsza,F,18.0,165.0,56.0,Poland,POL,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
91183,Khristina Papadaki,F,23.0,173.0,55.0,Greece,GRE,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
91183,Khristina Papadaki,F,23.0,173.0,55.0,Greece,GRE,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
91594,Park Seong-Hui,F,21.0,165.0,53.0,South Korea,KOR,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
91594,Park Seong-Hui,F,21.0,165.0,53.0,South Korea,KOR,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
94698,Mary Caroline Pierce,F,21.0,180.0,64.0,France,FRA,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
94698,Mary Caroline Pierce,F,21.0,180.0,64.0,France,FRA,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
97255,Nicole Anne Louise Provis-Bradtke,F,26.0,176.0,61.0,Australia,AUS,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
98846,Dally Randriantefy,F,19.0,165.0,55.0,Madagascar,MAD,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
98846,Dally Randriantefy,F,19.0,165.0,55.0,Madagascar,MAD,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
98847,Natacha Randriantefy,F,18.0,173.0,52.0,Madagascar,MAD,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
103163,"Virginia ""Vivi"" Ruano Pascual",F,22.0,164.0,60.0,Spain,ESP,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
104019,Gabriela Beatriz Sabatini,F,26.0,175.0,64.0,Argentina,ARG,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
104019,Gabriela Beatriz Sabatini,F,26.0,175.0,64.0,Argentina,ARG,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
105256,"Arnzazu Isabel Mara ""Arantxa"" Snchez Vicario",F,24.0,169.0,56.0,Spain,ESP,1996,Atlanta,Tennis,Tennis Women's Singles,Silver,summer
105256,"Arnzazu Isabel Mara ""Arantxa"" Snchez Vicario",F,24.0,169.0,56.0,Spain,ESP,1996,Atlanta,Tennis,Tennis Women's Doubles,Bronze,summer
105446,Benjamas Sangaram,F,21.0,164.0,52.0,Thailand,THA,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
106332,Naoko Sawamatsu,F,23.0,167.0,58.0,Japan,JPN,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
106517,Jolle Schad,F,23.0,,,Dominican Republic,DOM,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
107328,Patty Schnyder (-Hofmann),F,17.0,168.0,56.0,Switzerland,SUI,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
107328,Patty Schnyder (-Hofmann),F,17.0,168.0,56.0,Switzerland,SUI,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
107674,Brenda Anne Marie Schultz-McCarthy,F,25.0,189.0,77.0,Netherlands,NED,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
107674,Brenda Anne Marie Schultz-McCarthy,F,25.0,189.0,77.0,Netherlands,NED,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
108441,Monica Seles,F,22.0,179.0,70.0,United States,USA,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
108869,Adriana Serra-Zanetti,F,20.0,160.0,58.0,Italy,ITA,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
109043,Selima Sfar,F,19.0,166.0,55.0,Tunisia,TUN,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
115937,Rennae Stubbs,F,25.0,178.0,65.0,Australia,AUS,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
115957,Katarna Studenkov,F,23.0,172.0,63.0,Slovakia,SVK,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
116233,Ai Sugiyama,F,21.0,161.0,56.0,Japan,JPN,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
116233,Ai Sugiyama,F,21.0,161.0,56.0,Japan,JPN,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
116313,Helena Sukov,F,31.0,188.0,68.0,Czech Republic,CZE,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
116313,Helena Sukov,F,31.0,188.0,68.0,Czech Republic,CZE,1996,Atlanta,Tennis,Tennis Women's Doubles,Silver,summer
118375,Tamarine Tanasugarn,F,19.0,165.0,60.0,Thailand,THA,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
118556,Patricia Anahi Tarabini,F,27.0,169.0,60.0,Argentina,ARG,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
118787,Nathalie Tauziat,F,28.0,165.0,54.0,France,FRA,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
118787,Nathalie Tauziat,F,28.0,165.0,54.0,France,FRA,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
119011,Romana Tedjakusuma,F,19.0,,,Indonesia,INA,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
119126,"Andrea Temesvri (-Trunkos, -Visontai)",F,30.0,180.0,64.0,Hungary,HUN,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
119126,"Andrea Temesvri (-Trunkos, -Visontai)",F,30.0,180.0,64.0,Hungary,HUN,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
124877,Dominique Van Roost (Monami-),F,23.0,171.0,56.0,Belgium,BEL,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
128555,Wang Shi-Ting,F,22.0,170.0,57.0,Chinese Taipei,TPE,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
130290,"Judith Wiesner (Plzl-, -Floimair)",F,30.0,170.0,65.0,Austria,AUT,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
131464,Clare Jacqueline Wood,F,28.0,175.0,65.0,Great Britain,GBR,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
131464,Clare Jacqueline Wood,F,28.0,175.0,65.0,Great Britain,GBR,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
132954,Yi Jingqian,F,22.0,168.0,60.0,China,CHN,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
132954,Yi Jingqian,F,22.0,168.0,60.0,China,CHN,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
133766,Khristina Zakhariadou,F,21.0,163.0,57.0,Greece,GRE,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
135298,"Radomra ""Radka"" Zrubkov",F,25.0,169.0,60.0,Slovakia,SVK,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
135298,"Radomra ""Radka"" Zrubkov",F,25.0,169.0,60.0,Slovakia,SVK,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
135502,"Nataliya Maratovna ""Natasha"" Zvereva",F,25.0,172.0,60.0,Belarus,BLR,1996,Atlanta,Tennis,Tennis Women's Singles,,summer
135502,"Nataliya Maratovna ""Natasha"" Zvereva",F,25.0,172.0,60.0,Belarus,BLR,1996,Atlanta,Tennis,Tennis Women's Doubles,,summer
4723,Sabine Appelmans (-Haubourdin),F,28.0,169.0,60.0,Belgium,BEL,2000,Sydney,Tennis,Tennis Women's Singles,,summer
5455,Shinobu Asagoe,F,24.0,168.0,58.0,Japan,JPN,2000,Sydney,Tennis,Tennis Women's Singles,,summer
7620,Olga Vladimirovna Barabanshchikova,F,20.0,176.0,60.0,Belarus,BLR,2000,Sydney,Tennis,Tennis Women's Singles,,summer
7620,Olga Vladimirovna Barabanshchikova,F,20.0,176.0,60.0,Belarus,BLR,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
8522,"Nani Rahayu ""Yayuk"" Basuki-Suharyadi",F,29.0,165.0,55.0,Indonesia,INA,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
9273,"Daniela ""Dja"" Bedov",F,17.0,171.0,52.0,Czech Republic,CZE,2000,Sydney,Tennis,Tennis Women's Singles,,summer
9273,"Daniela ""Dja"" Bedov",F,17.0,171.0,52.0,Czech Republic,CZE,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
11973,Cara Cavell Black (-Stephens),F,21.0,167.0,55.0,Zimbabwe,ZIM,2000,Sydney,Tennis,Tennis Women's Singles,,summer
13317,Kristie Boogert,F,26.0,178.0,63.0,Netherlands,NED,2000,Sydney,Tennis,Tennis Women's Singles,,summer
13317,Kristie Boogert,F,26.0,178.0,63.0,Netherlands,NED,2000,Sydney,Tennis,Tennis Women's Doubles,Silver,summer
17479,Els Callens,F,30.0,177.0,58.0,Belgium,BEL,2000,Sydney,Tennis,Tennis Women's Singles,,summer
17479,Els Callens,F,30.0,177.0,58.0,Belgium,BEL,2000,Sydney,Tennis,Tennis Women's Doubles,Bronze,summer
22231,Amanda Coetzer,F,28.0,157.0,53.0,South Africa,RSA,2000,Sydney,Tennis,Tennis Women's Singles,,summer
22231,Amanda Coetzer,F,28.0,157.0,53.0,South Africa,RSA,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
23219,Joana Amorim Cortez dos Santos,F,21.0,170.0,62.0,Brazil,BRA,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
25246,Eleni Daniilidou,F,17.0,183.0,72.0,Greece,GRE,2000,Sydney,Tennis,Tennis Women's Singles,,summer
25544,Lindsay Ann Davenport,F,24.0,191.0,79.0,United States,USA,2000,Sydney,Tennis,Tennis Women's Singles,,summer
26386,Rossana Mara Neffa de los Ros,F,24.0,160.0,53.0,Paraguay,PAR,2000,Sydney,Tennis,Tennis Women's Singles,,summer
26910,Nathalie Dechy,F,21.0,177.0,59.0,France,FRA,2000,Sydney,Tennis,Tennis Women's Singles,,summer
27457,Yelena Vyacheslavovna Dementyeva (-Afinogenova),F,18.0,180.0,64.0,Russia,RUS,2000,Sydney,Tennis,Tennis Women's Singles,Silver,summer
29135,Jelena Dokic,F,17.0,175.0,57.0,Australia,AUS,2000,Sydney,Tennis,Tennis Women's Singles,,summer
29135,Jelena Dokic,F,17.0,175.0,57.0,Australia,AUS,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
29884,Ruxandra Maria Dragomir (-Ilie),F,27.0,170.0,58.0,Romania,ROU,2000,Sydney,Tennis,Tennis Women's Singles,,summer
33367,Neyssa tienne,F,17.0,150.0,60.0,Haiti,HAI,2000,Sydney,Tennis,Tennis Women's Singles,,summer
34066,Silvia Farina-Elia,F,28.0,171.0,62.0,Italy,ITA,2000,Sydney,Tennis,Tennis Women's Singles,,summer
34066,Silvia Farina-Elia,F,28.0,171.0,62.0,Italy,ITA,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
37884,Emmanuelle Gagliardi,F,24.0,171.0,60.0,Switzerland,SUI,2000,Sydney,Tennis,Tennis Women's Singles,,summer
37884,Emmanuelle Gagliardi,F,24.0,171.0,60.0,Switzerland,SUI,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
38478,Tathiana Garbin,F,23.0,175.0,65.0,Italy,ITA,2000,Sydney,Tennis,Tennis Women's Singles,,summer
39821,Adriana Geri,F,24.0,168.0,52.0,Czech Republic,CZE,2000,Sydney,Tennis,Tennis Women's Singles,,summer
42361,Rita Grande,F,25.0,176.0,68.0,Italy,ITA,2000,Sydney,Tennis,Tennis Women's Singles,,summer
42361,Rita Grande,F,25.0,176.0,68.0,Italy,ITA,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
44540,Karina Habudov (-Clekov),F,27.0,170.0,60.0,Slovakia,SVK,2000,Sydney,Tennis,Tennis Women's Singles,,summer
44540,Karina Habudov (-Clekov),F,27.0,170.0,60.0,Slovakia,SVK,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
44924,Julie Halard-Dcugis,F,30.0,171.0,57.0,France,FRA,2000,Sydney,Tennis,Tennis Women's Singles,,summer
44924,Julie Halard-Dcugis,F,30.0,171.0,57.0,France,FRA,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
49861,Amanda Maria Cornelia Hopmans,F,24.0,167.0,57.0,Netherlands,NED,2000,Sydney,Tennis,Tennis Women's Singles,,summer
49967,Liezel Horn-Huber,F,24.0,178.0,72.0,South Africa,RSA,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
50463,Kvtoslava Hrdlikov (-Peschke),F,25.0,165.0,60.0,Czech Republic,CZE,2000,Sydney,Tennis,Tennis Women's Singles,,summer
50463,Kvtoslava Hrdlikov (-Peschke),F,25.0,165.0,60.0,Czech Republic,CZE,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
51184,Janette Husrov,F,26.0,168.0,55.0,Slovakia,SVK,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
54714,Sonya Jeyaseelan,F,24.0,154.0,54.0,Canada,CAN,2000,Sydney,Tennis,Tennis Women's Singles,,summer
54714,Sonya Jeyaseelan,F,24.0,154.0,54.0,Canada,CAN,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
55013,Jo Yun-Jeong,F,21.0,167.0,55.0,South Korea,KOR,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
57169,Jana Kandarr,F,23.0,180.0,68.0,Germany,GER,2000,Sydney,Tennis,Tennis Women's Singles,,summer
63965,Anne Kremer,F,24.0,165.0,55.0,Luxembourg,LUX,2000,Sydney,Tennis,Tennis Women's Singles,,summer
64175,Tina Krian,F,26.0,174.0,67.0,Slovenia,SLO,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
65280,Rita Kuti Kis,F,22.0,175.0,66.0,Hungary,HUN,2000,Sydney,Tennis,Tennis Women's Singles,,summer
65643,Mara Florencia Labat,F,29.0,170.0,64.0,Argentina,ARG,2000,Sydney,Tennis,Tennis Women's Singles,,summer
67986,Janet Lee,F,23.0,175.0,60.0,Chinese Taipei,TPE,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
69454,Li Na,F,18.0,172.0,67.0,China,CHN,2000,Sydney,Tennis,Tennis Women's Singles,,summer
69454,Li Na,F,18.0,172.0,67.0,China,CHN,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
69498,Li Ting,F,20.0,180.0,72.0,China,CHN,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
69843,Yelena Aleksandrovna Likhovtseva,F,25.0,174.0,60.0,Russia,RUS,2000,Sydney,Tennis,Tennis Women's Singles,,summer
69843,Yelena Aleksandrovna Likhovtseva,F,25.0,174.0,60.0,Russia,RUS,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
73769,Iva Majoli (-Mari),F,23.0,176.0,60.0,Croatia,CRO,2000,Sydney,Tennis,Tennis Women's Singles,,summer
73769,Iva Majoli (-Mari),F,23.0,176.0,60.0,Croatia,CRO,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
74052,Manisha Malhotra,F,23.0,,,India,IND,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
74368,Petra Mandula,F,22.0,179.0,66.0,Hungary,HUN,2000,Sydney,Tennis,Tennis Women's Singles,,summer
74368,Petra Mandula,F,22.0,179.0,66.0,Hungary,HUN,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
75272,Katalin Marosi-Aracama,F,20.0,178.0,64.0,Hungary,HUN,2000,Sydney,Tennis,Tennis Women's Singles,,summer
75272,Katalin Marosi-Aracama,F,20.0,178.0,64.0,Hungary,HUN,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
75706,Conchita Martnez Bernat,F,28.0,170.0,59.0,Spain,ESP,2000,Sydney,Tennis,Tennis Women's Singles,,summer
75706,Conchita Martnez Bernat,F,28.0,170.0,59.0,Spain,ESP,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
76840,Amlie Simone Mauresmo,F,21.0,175.0,69.0,France,FRA,2000,Sydney,Tennis,Tennis Women's Singles,,summer
76840,Amlie Simone Mauresmo,F,21.0,175.0,69.0,France,FRA,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
78720,Vanessa Atra de Menga,F,23.0,175.0,60.0,Brazil,BRA,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
79005,Mariana Mesa Pineda,F,20.0,166.0,62.0,Colombia,COL,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
80555,Nana Miyagi (-Rogers),F,29.0,164.0,52.0,Japan,JPN,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
81119,Alicia Molik,F,19.0,182.0,78.0,Australia,AUS,2000,Sydney,Tennis,Tennis Women's Singles,,summer
81439,Laura Montalvo,F,24.0,173.0,70.0,Argentina,ARG,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
83941,Anastasiya Andreyevna Myskina,F,19.0,176.0,59.0,Russia,RUS,2000,Sydney,Tennis,Tennis Women's Singles,,summer
83941,Anastasiya Andreyevna Myskina,F,19.0,176.0,59.0,Russia,RUS,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
84203,Henrieta Nagyov,F,21.0,177.0,60.0,Slovakia,SVK,2000,Sydney,Tennis,Tennis Women's Singles,,summer
89405,"Maria Johanna Martina ""Miriam"" Oremans (-Vermeer)",F,28.0,169.0,65.0,Netherlands,NED,2000,Sydney,Tennis,Tennis Women's Singles,,summer
89405,"Maria Johanna Martina ""Miriam"" Oremans (-Vermeer)",F,28.0,169.0,65.0,Netherlands,NED,2000,Sydney,Tennis,Tennis Women's Doubles,Silver,summer
91594,Park Seong-Hui,F,25.0,165.0,53.0,South Korea,KOR,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
95200,Tina Pisnik,F,19.0,172.0,65.0,Slovenia,SLO,2000,Sydney,Tennis,Tennis Women's Singles,,summer
95478,Sylvia Plischke,F,23.0,177.0,65.0,Austria,AUT,2000,Sydney,Tennis,Tennis Women's Singles,,summer
96732,Wynne Prakusya,F,19.0,162.0,55.0,Indonesia,INA,2000,Sydney,Tennis,Tennis Women's Singles,,summer
96732,Wynne Prakusya,F,19.0,162.0,55.0,Indonesia,INA,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
96781,Nicole Pratt,F,27.0,163.0,54.0,Australia,AUS,2000,Sydney,Tennis,Tennis Women's Singles,,summer
97515,Julie Pullin,F,24.0,173.0,65.0,Great Britain,GBR,2000,Sydney,Tennis,Tennis Women's Doubles,,summer
